age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level
39.0,12.0,7.93,5.77,0.0,14.0,16.0,8.0,11.72,1.46,54.95,Medium
20.0,11.0,,6.12,4.0,9.0,13.0,0.0,13.3,0.29,55.19,Medium
44.0,14.0,7.25,7.37,5.0,10.0,,6.0,9.39,0.56,34.05,Low
39.0,8.0,11.89,6.17,3.0,17.0,3.0,6.0,15.17,0.26,84.93,High
28.0,1.0,7.41,5.62,6.0,12.0,28.0,1.0,9.18,0.23,75.52,High
41.0,16.0,6.56,,7.0,19.0,28.0,6.0,9.02,1.14,72.22,High
34.0,4.0,12.79,5.01,6.0,15.0,25.0,6.0,14.02,1.81,100.0,High
20.0,10.0,9.48,5.01,4.0,18.0,26.0,8.0,14.29,1.37,83.56,High
31.0,18.0,6.85,7.48,0.0,,23.0,5.0,9.12,1.6,32.31,Low
22.0,6.0,13.35,8.33,0.0,13.0,6.0,9.0,17.75,1.02,80.73,High
30.0,1.0,10.91,5.21,1.0,1.0,16.0,9.0,14.03,0.95,45.95,Medium
21.0,15.0,6.21,4.96,2.0,9.0,16.0,8.0,8.12,1.87,49.05,Medium
35.0,11.0,10.15,7.35,3.0,3.0,0.0,2.0,11.92,1.44,39.65,Medium
28.0,14.0,12.7,7.1,6.0,0.0,1.0,7.0,16.48,0.92,81.16,High
34.0,0.0,10.96,6.24,7.0,16.0,25.0,3.0,15.82,0.67,83.89,High
31.0,12.0,6.45,4.48,7.0,10.0,17.0,0.0,8.18,0.19,46.03,Medium
20.0,5.0,10.49,4.46,3.0,6.0,8.0,6.0,11.95,1.64,61.08,Medium
32.0,12.0,10.19,7.89,6.0,16.0,4.0,2.0,12.74,0.34,71.38,High
33.0,17.0,12.21,6.26,4.0,16.0,0.0,3.0,14.79,1.03,87.55,High
44.0,2.0,5.78,8.29,1.0,8.0,6.0,2.0,10.01,1.27,24.06,Low
44.0,0.0,11.0,,5.0,9.0,25.0,5.0,13.88,1.49,41.83,Medium
27.0,14.0,4.27,7.09,0.0,5.0,1.0,9.0,5.52,0.17,39.79,Medium
27.0,12.0,10.96,8.67,1.0,16.0,2.0,0.0,15.64,0.02,42.02,Medium
31.0,4.0,13.6,4.82,3.0,15.0,3.0,9.0,16.09,1.41,94.84,High
20.0,12.0,5.74,6.72,5.0,6.0,2.0,6.0,9.41,0.91,35.17,Medium
30.0,4.0,7.11,4.29,2.0,18.0,18.0,9.0,10.78,0.36,88.6,High
27.0,18.0,9.83,5.79,4.0,3.0,24.0,7.0,11.06,1.96,38.05,Medium
29.0,17.0,11.32,4.74,0.0,,11.0,,12.33,1.58,67.79,Medium
38.0,9.0,7.44,4.94,0.0,16.0,14.0,8.0,8.79,1.16,70.5,High
30.0,7.0,,8.67,0.0,8.0,3.0,1.0,15.47,1.4,35.35,Medium
26.0,14.0,12.99,7.05,2.0,10.0,23.0,9.0,17.17,0.31,90.79,High
30.0,19.0,11.27,8.46,7.0,0.0,0.0,9.0,12.8,1.92,63.32,Medium
36.0,3.0,11.11,6.22,3.0,6.0,15.0,8.0,14.57,1.99,74.16,High
20.0,1.0,7.82,6.99,3.0,4.0,28.0,4.0,11.27,1.3,31.71,Low
40.0,5.0,13.11,4.16,1.0,4.0,5.0,5.0,14.11,1.34,66.52,Medium
40.0,2.0,6.77,6.35,7.0,0.0,16.0,1.0,9.49,1.41,10.46,Low
27.0,6.0,6.05,6.82,5.0,5.0,4.0,4.0,9.9,1.33,22.54,Low
42.0,9.0,7.64,4.08,6.0,12.0,22.0,5.0,9.39,0.88,54.85,Medium
43.0,5.0,10.5,7.95,1.0,14.0,12.0,4.0,14.9,1.08,71.19,High
25.0,15.0,12.62,5.48,3.0,3.0,11.0,3.0,16.26,0.57,58.65,Medium
41.0,1.0,5.32,6.26,0.0,,0.0,7.0,6.35,0.89,57.55,Medium
37.0,16.0,12.14,6.68,,12.0,24.0,1.0,16.56,0.87,87.4,High
25.0,12.0,12.13,8.96,3.0,10.0,11.0,0.0,13.21,0.58,70.17,High
24.0,0.0,9.87,4.5,7.0,3.0,26.0,1.0,14.42,1.57,57.59,Medium
32.0,5.0,11.61,6.78,7.0,,24.0,3.0,13.94,0.82,58.06,Medium
38.0,4.0,5.82,6.65,2.0,18.0,21.0,0.0,9.61,1.1,45.01,Medium
41.0,12.0,5.7,4.34,4.0,6.0,29.0,8.0,9.85,0.31,53.54,Medium
27.0,17.0,12.63,7.17,0.0,13.0,1.0,0.0,14.76,0.95,46.32,Medium
28.0,11.0,8.98,5.43,4.0,15.0,17.0,4.0,11.41,1.52,56.46,Medium
36.0,6.0,6.46,4.52,3.0,8.0,8.0,7.0,9.5,0.89,61.29,Medium
22.0,14.0,10.89,4.89,1.0,1.0,15.0,8.0,14.22,1.12,64.65,Medium
38.0,2.0,12.92,8.12,3.0,15.0,28.0,8.0,15.09,1.4,97.32,High
30.0,15.0,10.32,4.52,4.0,4.0,29.0,7.0,15.29,0.78,64.26,Medium
43.0,0.0,7.47,6.33,2.0,11.0,,5.0,11.42,0.71,45.07,Medium
36.0,15.0,8.83,4.98,5.0,19.0,19.0,5.0,10.93,0.17,75.49,High
40.0,11.0,11.52,4.81,5.0,14.0,14.0,8.0,15.08,1.16,77.99,High
38.0,18.0,4.68,5.03,3.0,2.0,21.0,1.0,7.42,1.41,0.76,Low
21.0,7.0,6.17,6.46,6.0,8.0,28.0,2.0,10.61,1.16,26.69,Low
27.0,11.0,8.63,5.19,1.0,6.0,9.0,5.0,,0.57,37.17,Medium
38.0,14.0,10.04,4.48,4.0,3.0,1.0,7.0,11.79,0.52,59.55,Medium
26.0,1.0,7.39,8.01,3.0,8.0,3.0,6.0,8.57,0.32,62.27,Medium
36.0,16.0,6.98,,7.0,14.0,17.0,7.0,11.92,0.09,63.77,Medium
25.0,6.0,4.41,4.78,4.0,6.0,18.0,4.0,6.85,0.85,12.19,Low
38.0,12.0,,6.36,4.0,10.0,17.0,8.0,6.21,0.32,48.13,Medium
43.0,0.0,6.79,4.34,0.0,18.0,13.0,5.0,9.76,1.38,67.1,Medium
,5.0,9.31,6.9,5.0,10.0,7.0,9.0,11.48,1.92,57.49,Medium
21.0,12.0,9.56,5.7,6.0,0.0,4.0,1.0,11.49,0.15,46.83,Medium
25.0,10.0,8.94,,5.0,12.0,4.0,5.0,12.41,1.79,84.72,High
42.0,9.0,8.1,,2.0,12.0,7.0,3.0,9.4,1.32,48.89,Medium
24.0,15.0,6.52,5.73,7.0,1.0,10.0,4.0,9.56,1.72,36.51,Medium
38.0,19.0,8.01,8.03,6.0,16.0,23.0,4.0,10.56,0.31,71.62,High
39.0,16.0,5.39,4.87,0.0,18.0,28.0,0.0,8.52,1.81,38.53,Medium
23.0,16.0,5.15,4.55,5.0,14.0,22.0,9.0,7.43,1.92,72.03,High
41.0,3.0,7.0,6.58,4.0,18.0,20.0,4.0,10.28,1.81,60.95,Medium
36.0,4.0,13.95,6.79,7.0,9.0,6.0,9.0,15.28,1.57,84.27,High
30.0,13.0,7.26,4.45,1.0,9.0,12.0,8.0,9.76,0.18,39.2,Medium
23.0,19.0,,5.42,1.0,8.0,16.0,7.0,15.31,0.44,83.79,High
32.0,9.0,7.92,5.31,0.0,18.0,18.0,7.0,10.67,1.83,63.9,Medium
39.0,13.0,8.39,4.93,1.0,10.0,2.0,2.0,10.98,0.46,31.66,Low
36.0,0.0,11.97,5.58,4.0,5.0,1.0,8.0,15.49,0.7,73.88,High
28.0,10.0,4.94,4.19,6.0,1.0,5.0,8.0,8.46,0.1,44.09,Medium
23.0,17.0,5.82,7.26,3.0,9.0,18.0,9.0,8.47,1.26,47.75,Medium
42.0,15.0,13.74,8.94,4.0,14.0,14.0,6.0,15.47,1.13,92.44,High
33.0,17.0,9.06,7.17,7.0,4.0,3.0,5.0,12.39,1.92,35.95,Medium
38.0,7.0,4.44,5.81,5.0,17.0,18.0,8.0,9.31,1.78,37.42,Medium
22.0,,4.47,7.34,7.0,6.0,6.0,5.0,6.21,1.01,24.92,Low
,9.0,13.07,6.86,3.0,2.0,19.0,2.0,14.35,1.22,55.95,Medium
27.0,4.0,12.73,8.23,7.0,15.0,20.0,5.0,14.79,0.83,98.96,High
43.0,9.0,8.58,7.11,1.0,16.0,13.0,1.0,11.23,0.26,44.13,Medium
20.0,17.0,5.63,7.17,6.0,1.0,6.0,1.0,7.85,1.74,13.62,Low
29.0,5.0,12.3,5.11,2.0,15.0,19.0,6.0,16.64,1.1,76.56,High
37.0,2.0,7.25,6.08,2.0,19.0,13.0,7.0,10.22,0.85,70.75,High
35.0,7.0,8.19,5.72,4.0,0.0,21.0,6.0,10.17,0.14,14.88,Low
27.0,,10.82,4.06,4.0,13.0,24.0,4.0,15.62,1.33,73.93,
20.0,4.0,7.53,5.57,1.0,15.0,21.0,3.0,9.03,0.8,55.57,Medium
31.0,1.0,10.29,6.43,2.0,8.0,4.0,7.0,11.78,0.51,59.59,Medium
27.0,1.0,12.85,7.0,7.0,16.0,14.0,8.0,14.83,1.75,83.46,High
43.0,6.0,11.97,8.67,2.0,7.0,11.0,6.0,13.28,0.37,60.1,Medium
35.0,16.0,7.82,5.2,4.0,8.0,29.0,0.0,11.83,1.03,55.28,Medium
37.0,9.0,6.88,4.76,5.0,1.0,,3.0,,1.59,20.1,Low
23.0,11.0,6.86,8.35,2.0,12.0,16.0,3.0,10.78,1.7,22.25,Low
25.0,1.0,7.49,8.71,4.0,0.0,23.0,9.0,11.54,1.64,27.01,Low
31.0,9.0,8.94,6.44,0.0,,20.0,2.0,10.89,1.79,44.63,Medium
28.0,19.0,8.17,4.58,7.0,17.0,4.0,3.0,11.24,0.28,64.8,Medium
34.0,0.0,5.33,6.43,2.0,4.0,18.0,8.0,8.41,1.88,19.84,
35.0,3.0,5.63,4.55,3.0,6.0,9.0,0.0,10.12,0.02,34.61,Low
43.0,12.0,7.43,8.42,6.0,11.0,11.0,1.0,8.53,0.51,25.57,Low
31.0,11.0,9.62,7.54,1.0,16.0,1.0,6.0,11.89,0.17,60.52,Medium
43.0,,9.93,5.21,6.0,4.0,16.0,8.0,14.46,1.89,81.11,High
42.0,9.0,8.86,8.43,7.0,11.0,24.0,6.0,10.81,0.85,77.79,High
33.0,14.0,11.39,7.19,7.0,18.0,4.0,0.0,12.94,0.63,80.94,High
32.0,4.0,11.37,8.77,4.0,12.0,25.0,6.0,14.67,0.33,73.4,High
44.0,16.0,8.28,8.9,2.0,15.0,27.0,5.0,10.5,0.31,47.38,Medium
21.0,4.0,5.24,4.02,2.0,18.0,14.0,0.0,8.11,1.23,44.01,Medium
22.0,1.0,9.3,4.6,5.0,9.0,19.0,0.0,13.58,0.09,48.02,Medium
43.0,8.0,7.81,6.73,4.0,11.0,22.0,1.0,10.89,1.19,54.36,Medium
41.0,5.0,5.38,8.78,3.0,6.0,12.0,5.0,8.44,1.55,18.5,Low
29.0,17.0,13.82,8.97,2.0,13.0,19.0,3.0,15.93,1.2,64.67,Medium
28.0,13.0,7.7,6.84,0.0,9.0,10.0,3.0,11.87,1.65,30.43,Low
39.0,18.0,10.26,4.87,1.0,7.0,17.0,5.0,14.22,0.53,53.81,Medium
27.0,13.0,8.9,4.82,4.0,14.0,8.0,8.0,10.84,0.15,89.61,High
29.0,7.0,5.43,7.82,2.0,15.0,15.0,0.0,7.71,1.44,20.47,Low
38.0,16.0,4.56,6.96,6.0,7.0,23.0,,8.71,,44.73,Medium
22.0,2.0,10.26,6.74,5.0,3.0,27.0,7.0,12.69,1.0,51.97,Medium
43.0,9.0,6.47,6.33,5.0,16.0,14.0,7.0,9.08,1.64,70.18,High
24.0,,6.44,7.63,1.0,3.0,3.0,5.0,8.9,0.92,38.54,Medium
22.0,10.0,,8.29,7.0,10.0,23.0,5.0,15.22,0.4,53.79,Medium
35.0,7.0,8.62,5.51,4.0,12.0,11.0,7.0,10.98,0.95,65.01,Medium
36.0,0.0,4.29,5.1,4.0,5.0,12.0,1.0,8.5,0.43,35.19,Medium
34.0,12.0,7.4,7.35,4.0,13.0,,1.0,10.36,0.94,17.43,Low
22.0,,9.84,8.57,3.0,6.0,14.0,0.0,12.67,0.3,43.36,Medium
31.0,6.0,7.29,5.74,0.0,11.0,17.0,5.0,8.92,0.37,51.92,Medium
28.0,13.0,4.27,5.36,5.0,0.0,19.0,5.0,5.98,1.77,31.48,Low
40.0,4.0,8.44,5.13,4.0,9.0,26.0,5.0,9.61,0.23,58.54,Medium
31.0,10.0,5.06,5.27,3.0,0.0,21.0,1.0,6.12,0.45,13.62,Low
34.0,16.0,10.19,4.67,7.0,15.0,6.0,6.0,13.14,1.99,72.62,High
21.0,4.0,10.2,6.98,4.0,6.0,20.0,2.0,12.84,1.15,41.05,Medium
42.0,19.0,4.38,5.4,7.0,19.0,25.0,0.0,6.48,1.17,38.68,Medium
37.0,,6.91,7.07,7.0,5.0,11.0,0.0,11.87,1.69,15.97,Low
39.0,4.0,8.14,4.42,4.0,17.0,9.0,8.0,,1.05,85.26,High
31.0,14.0,9.5,4.58,7.0,19.0,28.0,2.0,13.66,0.44,77.15,High
42.0,18.0,6.96,6.68,3.0,3.0,6.0,7.0,8.8,0.84,14.56,Low
23.0,15.0,6.88,6.56,0.0,15.0,13.0,9.0,8.87,1.51,60.06,Medium
42.0,7.0,13.83,5.36,1.0,0.0,26.0,6.0,17.1,1.74,61.18,Medium
35.0,12.0,4.42,8.14,5.0,19.0,14.0,1.0,5.44,0.55,45.22,Medium
42.0,15.0,13.89,4.94,7.0,1.0,3.0,1.0,14.96,0.52,66.03,Medium
35.0,2.0,4.48,,2.0,15.0,7.0,3.0,6.05,0.66,28.07,Low
20.0,0.0,6.88,6.78,6.0,8.0,18.0,1.0,8.77,1.19,47.58,Medium
41.0,8.0,8.94,8.34,4.0,14.0,28.0,4.0,12.05,0.56,53.15,Medium
44.0,8.0,5.43,6.09,0.0,15.0,18.0,9.0,9.17,1.79,41.14,Medium
21.0,16.0,5.35,5.99,5.0,8.0,4.0,6.0,7.6,1.96,51.53,Medium
22.0,1.0,6.56,6.9,2.0,6.0,21.0,1.0,8.52,1.36,34.42,Low
40.0,8.0,13.74,5.58,4.0,9.0,2.0,8.0,18.03,1.94,59.03,Medium
44.0,18.0,7.8,7.55,6.0,6.0,9.0,0.0,9.45,0.58,20.62,Low
39.0,12.0,9.66,5.24,2.0,12.0,14.0,,13.37,1.63,48.36,Medium
36.0,4.0,11.04,8.12,7.0,1.0,1.0,6.0,15.77,1.36,52.7,Medium
39.0,8.0,11.42,5.36,3.0,11.0,20.0,4.0,13.35,0.53,79.55,High
41.0,12.0,10.88,8.96,6.0,12.0,9.0,0.0,12.23,0.64,76.54,High
40.0,0.0,7.37,5.58,5.0,2.0,21.0,3.0,12.29,0.98,21.67,Low
20.0,14.0,5.12,8.39,0.0,10.0,15.0,7.0,7.2,1.58,26.71,Low
39.0,3.0,6.82,5.99,0.0,7.0,2.0,4.0,8.92,1.74,12.69,Low
25.0,3.0,6.1,5.23,5.0,10.0,6.0,1.0,9.04,1.27,38.5,Medium
34.0,,5.36,5.13,7.0,17.0,18.0,8.0,7.28,1.44,87.66,High
33.0,9.0,4.24,8.25,7.0,6.0,14.0,0.0,9.21,0.53,0.0,Low
39.0,5.0,13.36,5.54,1.0,11.0,11.0,0.0,14.53,1.48,46.87,Medium
34.0,11.0,13.21,5.69,1.0,5.0,28.0,9.0,16.02,1.21,84.07,High
33.0,19.0,4.5,4.98,7.0,9.0,1.0,4.0,7.69,0.45,52.42,Medium
44.0,15.0,5.73,8.81,2.0,19.0,29.0,8.0,8.6,1.9,41.62,Medium
40.0,2.0,5.4,5.22,3.0,14.0,12.0,5.0,8.48,,58.14,Medium
43.0,13.0,6.81,5.24,2.0,19.0,25.0,4.0,11.76,1.59,72.19,High
44.0,0.0,6.04,8.72,4.0,14.0,19.0,5.0,10.55,1.05,46.58,Medium
24.0,9.0,13.46,8.5,0.0,18.0,18.0,5.0,15.69,1.87,89.55,High
25.0,14.0,4.84,5.24,2.0,5.0,6.0,8.0,8.05,0.28,43.08,Medium
36.0,6.0,6.12,8.32,2.0,,23.0,8.0,7.12,1.09,53.25,Medium
30.0,3.0,4.81,5.25,7.0,14.0,2.0,4.0,7.45,0.05,59.65,Medium
35.0,13.0,13.8,4.42,5.0,19.0,5.0,3.0,15.46,0.39,100.0,High
31.0,15.0,13.18,8.1,6.0,19.0,0.0,0.0,17.03,0.56,64.58,Medium
34.0,13.0,11.17,7.86,0.0,17.0,20.0,5.0,13.05,0.95,71.36,
42.0,2.0,8.26,5.47,7.0,1.0,1.0,6.0,12.26,1.64,43.93,Medium
23.0,16.0,5.9,4.45,0.0,6.0,0.0,6.0,8.15,0.93,31.74,Low
37.0,13.0,6.21,5.03,7.0,4.0,28.0,0.0,10.91,1.12,15.98,Low
40.0,17.0,8.43,7.86,1.0,2.0,22.0,5.0,11.21,1.85,3.65,Low
22.0,2.0,11.68,8.82,1.0,5.0,25.0,7.0,16.04,1.51,43.4,Medium
41.0,18.0,6.65,5.3,0.0,5.0,3.0,2.0,10.16,0.1,21.59,Low
27.0,2.0,7.11,8.09,6.0,0.0,4.0,0.0,12.02,0.35,22.86,Low
42.0,11.0,10.0,5.14,2.0,18.0,1.0,6.0,13.97,0.08,98.34,High
22.0,4.0,6.38,7.4,4.0,11.0,15.0,3.0,10.29,0.14,32.07,Low
27.0,9.0,9.84,4.42,2.0,4.0,7.0,4.0,11.9,0.68,43.5,Medium
37.0,8.0,7.87,6.93,6.0,6.0,14.0,1.0,10.89,1.46,25.71,Low
,,4.34,5.35,4.0,19.0,10.0,6.0,6.5,0.49,73.04,High
44.0,12.0,8.03,8.63,0.0,7.0,28.0,0.0,9.11,0.78,9.02,Low
39.0,2.0,13.2,5.45,5.0,18.0,9.0,3.0,17.04,0.79,100.0,High
36.0,18.0,6.93,5.99,4.0,5.0,29.0,7.0,8.87,1.18,45.05,Medium
27.0,10.0,7.23,8.2,1.0,14.0,2.0,6.0,9.82,1.79,46.83,Medium
42.0,15.0,4.66,6.19,5.0,5.0,22.0,6.0,6.8,1.97,21.99,Low
30.0,5.0,10.15,5.19,7.0,8.0,10.0,6.0,11.95,1.21,88.13,High
24.0,2.0,12.49,,6.0,3.0,16.0,4.0,13.76,1.01,64.79,Medium
32.0,18.0,7.53,8.2,0.0,15.0,9.0,9.0,9.88,1.36,50.25,Medium
40.0,5.0,6.4,6.17,6.0,9.0,16.0,2.0,7.73,1.34,23.43,Low
42.0,7.0,13.57,4.66,3.0,0.0,13.0,9.0,16.73,1.05,83.83,High
24.0,,11.45,5.92,4.0,10.0,22.0,6.0,12.53,1.47,65.82,Medium
43.0,11.0,9.67,8.77,4.0,,0.0,7.0,14.43,0.98,67.59,Medium
32.0,9.0,7.06,4.36,7.0,17.0,27.0,6.0,11.93,1.99,,Medium
25.0,2.0,6.21,6.04,6.0,19.0,24.0,5.0,8.43,0.1,62.17,Medium
24.0,3.0,11.16,7.24,5.0,19.0,8.0,8.0,13.2,0.89,88.29,High
28.0,0.0,9.22,4.39,3.0,14.0,23.0,5.0,10.64,0.79,72.94,High
35.0,12.0,9.21,5.72,3.0,5.0,23.0,4.0,13.83,1.54,31.59,Low
21.0,3.0,4.74,8.7,0.0,15.0,14.0,5.0,8.09,0.38,29.47,Low
20.0,10.0,9.12,4.15,5.0,1.0,,9.0,12.56,0.87,56.45,Medium
27.0,18.0,12.23,7.76,7.0,2.0,19.0,3.0,16.81,1.4,48.9,Medium
38.0,10.0,13.47,8.21,2.0,16.0,20.0,5.0,18.11,1.21,88.63,High
30.0,11.0,5.07,5.39,3.0,7.0,24.0,3.0,9.38,1.09,29.44,Low
31.0,10.0,10.31,5.07,6.0,19.0,2.0,4.0,14.4,0.87,82.84,High
31.0,5.0,9.68,8.57,4.0,14.0,19.0,5.0,,1.5,57.14,Medium
26.0,11.0,12.9,7.82,3.0,12.0,25.0,0.0,17.4,1.29,62.74,Medium
32.0,8.0,11.51,4.57,6.0,18.0,20.0,5.0,13.98,1.75,100.0,High
27.0,9.0,13.65,5.06,0.0,0.0,6.0,5.0,18.54,1.47,57.74,Medium
41.0,2.0,13.6,7.11,0.0,11.0,20.0,0.0,17.44,0.28,78.14,High
28.0,2.0,6.26,6.1,4.0,17.0,24.0,,8.74,1.24,51.86,Medium
26.0,19.0,11.25,6.52,7.0,17.0,21.0,9.0,14.02,0.09,100.0,High
40.0,15.0,9.31,8.76,4.0,2.0,2.0,4.0,13.06,0.77,30.98,Low
43.0,2.0,6.15,6.1,4.0,17.0,21.0,7.0,8.59,0.82,75.44,High
34.0,9.0,5.95,8.41,2.0,16.0,21.0,4.0,10.26,,35.66,Medium
21.0,,4.81,7.3,4.0,10.0,14.0,9.0,6.4,0.36,68.89,Medium
42.0,7.0,11.96,4.61,7.0,4.0,27.0,4.0,16.59,1.29,69.8,Medium
39.0,5.0,,7.72,5.0,6.0,9.0,1.0,9.45,0.38,35.8,Medium
44.0,19.0,12.57,6.6,0.0,17.0,15.0,3.0,,1.9,67.95,Medium
31.0,10.0,10.08,5.13,7.0,6.0,16.0,,14.51,1.06,,Medium
20.0,11.0,10.74,5.45,0.0,17.0,22.0,9.0,12.7,1.42,79.68,High
42.0,15.0,6.92,6.79,3.0,1.0,18.0,9.0,11.29,1.29,40.28,Medium
41.0,17.0,8.57,7.01,4.0,5.0,0.0,7.0,10.76,0.61,31.13,Low
27.0,12.0,8.12,8.84,2.0,7.0,0.0,2.0,12.86,1.8,14.86,
24.0,2.0,6.36,8.27,5.0,16.0,20.0,0.0,8.24,1.25,27.57,Low
34.0,14.0,12.33,5.03,1.0,3.0,13.0,6.0,13.61,1.02,81.47,High
20.0,13.0,10.22,7.87,3.0,16.0,25.0,8.0,14.97,,69.06,
20.0,17.0,4.37,4.04,7.0,15.0,25.0,5.0,6.03,1.78,50.95,Medium
44.0,13.0,12.2,4.65,5.0,14.0,1.0,1.0,16.98,0.12,75.18,High
29.0,4.0,,5.0,6.0,14.0,1.0,1.0,9.36,0.78,48.51,Medium
41.0,13.0,8.04,6.99,2.0,7.0,27.0,0.0,9.37,1.68,18.52,Low
29.0,7.0,9.71,4.97,4.0,16.0,19.0,5.0,12.49,0.08,78.72,High
40.0,14.0,4.08,5.83,2.0,18.0,9.0,7.0,5.37,1.28,73.07,High
34.0,14.0,10.53,5.21,1.0,0.0,14.0,0.0,12.85,0.81,31.29,Low
36.0,18.0,10.6,5.69,5.0,12.0,26.0,0.0,,0.41,68.97,Medium
41.0,,10.53,8.71,2.0,5.0,27.0,0.0,13.93,1.22,29.78,Low
25.0,5.0,5.63,8.99,6.0,9.0,27.0,9.0,10.53,1.66,32.49,Low
22.0,18.0,6.56,7.43,1.0,0.0,,4.0,8.24,0.93,6.65,Low
32.0,7.0,6.47,6.86,,11.0,6.0,6.0,8.79,0.29,34.25,Low
35.0,5.0,,7.54,5.0,18.0,7.0,3.0,16.95,0.61,77.51,High
27.0,19.0,4.68,7.86,1.0,14.0,10.0,0.0,6.37,1.96,12.5,Low
,14.0,8.29,7.7,5.0,4.0,15.0,0.0,12.13,,28.56,Low
36.0,2.0,12.71,4.41,2.0,1.0,25.0,9.0,15.32,0.32,76.03,High
36.0,9.0,11.69,5.55,6.0,18.0,22.0,2.0,16.49,1.98,84.11,High
41.0,14.0,12.22,5.72,4.0,13.0,24.0,4.0,15.74,1.76,73.75,High
32.0,15.0,13.72,5.85,,8.0,6.0,4.0,,1.41,78.54,High
36.0,16.0,7.87,5.72,7.0,0.0,19.0,8.0,11.75,0.3,47.97,
25.0,18.0,7.1,7.94,0.0,12.0,8.0,8.0,11.46,0.48,59.14,Medium
36.0,10.0,4.31,7.74,,16.0,24.0,8.0,8.51,0.36,56.34,Medium
35.0,15.0,5.5,4.02,4.0,1.0,18.0,7.0,7.55,1.26,10.49,Low
33.0,4.0,9.62,5.48,0.0,13.0,25.0,8.0,12.29,0.8,57.09,Medium
32.0,4.0,5.58,7.12,,19.0,29.0,,8.39,0.1,52.67,Medium
25.0,13.0,11.36,4.6,1.0,5.0,23.0,7.0,13.91,0.58,71.52,High
22.0,17.0,4.37,4.36,2.0,5.0,0.0,7.0,6.61,1.72,19.94,Low
33.0,7.0,6.59,8.14,2.0,17.0,17.0,7.0,10.6,1.59,61.88,Medium
33.0,4.0,10.95,6.26,3.0,18.0,7.0,4.0,12.0,1.29,66.32,Medium
34.0,6.0,6.56,8.28,3.0,8.0,28.0,9.0,8.73,0.17,,Medium
27.0,15.0,11.29,8.12,3.0,14.0,7.0,2.0,12.86,1.77,44.98,Medium
34.0,13.0,13.96,8.47,5.0,6.0,21.0,3.0,15.48,1.07,67.29,Medium
41.0,4.0,11.97,4.24,4.0,5.0,7.0,8.0,14.08,0.99,76.75,High
32.0,8.0,7.42,4.93,7.0,4.0,29.0,6.0,11.47,1.87,43.52,Medium
36.0,3.0,13.01,5.48,2.0,18.0,13.0,8.0,17.89,0.02,100.0,High
40.0,3.0,4.51,4.68,3.0,,23.0,6.0,7.57,1.11,49.2,Medium
43.0,15.0,11.25,6.43,2.0,0.0,1.0,7.0,13.61,1.58,51.24,Medium
22.0,16.0,4.23,7.99,1.0,6.0,2.0,2.0,8.55,0.13,1.73,Low
25.0,14.0,5.75,8.76,3.0,17.0,6.0,7.0,7.02,0.71,75.1,High
24.0,3.0,13.88,8.45,2.0,7.0,,3.0,15.25,1.95,68.76,Medium
41.0,5.0,7.61,6.29,4.0,11.0,28.0,5.0,9.99,0.42,53.11,Medium
36.0,15.0,12.2,7.18,5.0,9.0,14.0,,14.99,1.06,50.86,Medium
42.0,3.0,7.76,5.15,6.0,5.0,10.0,1.0,11.95,1.49,33.8,Low
44.0,5.0,,6.02,4.0,15.0,1.0,6.0,17.1,0.78,100.0,High
21.0,4.0,13.65,8.36,4.0,18.0,21.0,5.0,16.78,0.82,100.0,High
34.0,15.0,8.36,4.15,6.0,17.0,17.0,9.0,11.34,0.13,77.88,High
24.0,15.0,9.59,6.66,3.0,12.0,13.0,4.0,11.44,0.38,74.78,High
39.0,9.0,10.29,8.36,4.0,19.0,17.0,6.0,13.09,1.76,70.32,High
25.0,8.0,13.35,4.61,5.0,6.0,26.0,1.0,18.04,1.64,56.88,Medium
25.0,3.0,6.57,8.91,0.0,6.0,1.0,9.0,9.14,0.61,44.34,Medium
37.0,13.0,10.11,4.06,7.0,15.0,3.0,3.0,11.95,0.76,84.33,High
37.0,3.0,7.25,8.43,5.0,9.0,13.0,4.0,9.6,0.88,51.81,Medium
23.0,11.0,6.17,5.77,1.0,14.0,6.0,7.0,9.23,0.69,64.84,Medium
36.0,9.0,,4.66,5.0,13.0,14.0,5.0,8.24,1.31,53.38,Medium
44.0,3.0,10.21,4.79,2.0,11.0,5.0,5.0,12.94,0.03,88.97,High
33.0,17.0,12.82,7.51,0.0,14.0,4.0,4.0,16.85,1.76,63.74,Medium
33.0,12.0,7.51,8.35,3.0,7.0,19.0,9.0,10.85,0.6,37.18,Medium
32.0,12.0,9.53,7.21,2.0,6.0,17.0,4.0,13.19,1.74,57.29,Medium
26.0,13.0,10.42,8.64,6.0,8.0,10.0,0.0,14.87,0.91,38.62,Medium
31.0,17.0,8.15,8.21,5.0,13.0,7.0,3.0,12.61,1.55,46.89,Medium
42.0,0.0,13.03,4.05,2.0,6.0,28.0,8.0,14.84,1.65,75.08,High
34.0,15.0,7.63,7.35,4.0,11.0,11.0,1.0,11.12,0.6,39.76,Medium
38.0,14.0,5.25,5.52,2.0,13.0,17.0,5.0,9.12,1.28,45.97,Medium
30.0,4.0,5.44,6.27,2.0,10.0,14.0,1.0,7.02,1.21,11.95,Low
